	AW5@DS02b2-#2-15deg	AW5@DS02b2-#2-20deg	AW5@DS02b2-#2-25deg	AW5@DS02b2-#2-27deg	AW5@DS02b2-#2-29deg	AW5@DS02b2-#2-31deg	AW5@DS02b2-#2-33deg	AW5@DS02b2-#2-35deg	AW5@DS02b2-#2-40deg	AW5@DS02b2-#2-45deg	AW5@DS02b2-#2-50deg	AW5@DS02b2-#2-55deg	AW5@DS02b2-#2-60deg
202	3.531456947327	3.565242767334	3.517920970917	3.759132862091	3.630140781403	3.59220123291	4.000105381012	4.000104904175	3.92024564743	4.000104904175	3.993567943573	3.946362018585	4.000105381012
203	3.533024787903	3.610269546509	3.356896877289	3.403070926666	3.469252109528	3.550228118896	3.996489524841	4.000146389008	3.990967750549	4.000146389008	4.000146865845	3.983732223511	3.999251365662
204	3.410448074341	3.628863811493	3.339955806732	3.549205780029	3.509921550751	3.496790885925	4.000155925751	4.000155448914	3.998923301697	4.000155448914	3.8267993927	4.000155925751	4.000155925751
205	3.434262275696	3.344980716705	3.549677848816	3.38437795639	3.415526390076	3.43429851532	4.000082969666	4.000082492828	4.000082969666	4.000082492828	3.96343755722	3.973430633545	3.974334716797
206	3.370667457581	3.349967479706	3.435626506805	3.259759426117	3.297363758087	3.299376010895	3.99440574646	4.000079631805	3.891644477844	4.000079631805	4.000080108643	3.995855808258	3.995679855347
207	3.162135124207	3.22682762146	3.181391716003	3.155097961426	3.161363124847	3.122426986694	4.000094890594	4.000094413757	3.944098949432	4.000094413757	3.998164176941	3.999512195587	3.99951171875
208	2.951609611511	2.971767425537	2.969789028168	2.972867965698	3.009575366974	3.010368824005	3.767405509949	4.000085830688	3.998943328857	4.000086307526	4.000086307526	4.000086307526	4.000086307526
209	2.7654337883	2.784070491791	2.767746448517	2.788122653961	2.779948711395	2.803465843201	3.78484916687	4.000078201294	4.000078201294	3.998816490173	4.000077724457	3.93404340744	3.934099197388
210	2.582981109619	2.582979202271	2.573852062225	2.591514587402	2.590774536133	2.589561462402	3.80087184906	3.998826980591	4.000046253204	4.000112056732	4.000111579895	3.995349407196	3.99535369873
211	2.413950920105	2.406222820282	2.42091178894	2.413589954376	2.402472019196	2.405456542969	3.664082527161	4.000067710876	4.000067710876	3.92693567276	4.000067234039	4.000067710876	4.000067710876
212	2.257298469543	2.260188102722	2.266712188721	2.246445178986	2.250814914703	2.253314971924	3.391850948334	3.913011074066	3.999403953552	3.998129844666	4.000073432922	3.999271392822	4.00007390976
213	2.081259250641	2.083703994751	2.098730564117	2.089113712311	2.0858335495	2.094576835632	3.21479845047	4.000086784363	4.000086784363	4.000086784363	4.000086784363	4.000086784363	4.000086784363
214	1.918689727783	1.928146839142	1.937899589539	1.934743881226	1.934276580811	1.944634437561	3.044225215912	4.00007390976	3.875329017639	4.00007390976	4.00007390976	3.875270366669	3.997194290161
215	1.781977176666	1.789220809937	1.79701757431	1.796472072601	1.797567844391	1.812063694	2.91423034668	3.994013309479	3.908277511597	3.987071037292	3.991184711456	3.917143344879	3.704789161682
216	1.675384998322	1.680578231812	1.688667297363	1.686599731445	1.68919801712	1.70166015625	2.756938457489	3.823382377625	3.820251464844	3.605596065521	3.671604156494	3.986256599426	3.688253879547
217	1.566817760468	1.574915885925	1.583954334259	1.582845687866	1.586957931519	1.602600097656	2.634402275085	3.78081035614	3.687460422516	3.720310688019	3.601719856262	3.564680576324	3.578585147858
218	1.452374458313	1.459885597229	1.472952842712	1.475289344788	1.480156898499	1.498126506805	2.491156578064	3.440849781036	3.436005115509	3.663969993591	3.626893520355	3.450309753418	3.388981819153
219	1.343539237976	1.353494167328	1.36846113205	1.371741294861	1.380428791046	1.398550510406	2.37576675415	3.458281040192	3.343400001526	3.422076702118	3.350005626678	3.329998016357	3.295068740845
220	1.26159620285	1.272733211517	1.287010192871	1.291416168213	1.299838542938	1.319603443146	2.274767398834	3.246946811676	3.283918380737	3.368156909943	3.297139644623	3.222176074982	3.299735546112
221	1.20004940033	1.210109233856	1.224105834961	1.23019695282	1.238970756531	1.258416175842	2.196455478668	3.122495651245	3.17378282547	3.235413551331	3.140798568726	3.191067218781	3.115313053131
222	1.156747817993	1.165124416351	1.17683506012	1.184402942657	1.192814350128	1.213302135468	2.132920265198	3.088643074036	3.086132049561	3.133060455322	3.119020462036	3.060745239258	3.107508659363
223	1.121622562408	1.130279064178	1.140809059143	1.148691177368	1.156507015228	1.177408695221	2.076272964478	3.017756462097	2.983323097229	3.017192840576	2.96204996109	3.004178524017	3.033706665039
224	1.09406375885	1.101664066315	1.111363887787	1.118698120117	1.12743806839	1.147704601288	2.027128696442	2.962509155273	2.96014547348	2.977440357208	2.974448680878	2.957999229431	2.903258800507
225	1.070963859558	1.077662944794	1.088737487793	1.093820571899	1.103095054626	1.122324943542	1.983085632324	2.932410240173	2.893948078156	2.90774679184	2.886235237122	2.879959106445	2.86651134491
226	1.050220012665	1.057138442993	1.068107128143	1.07319355011	1.081863880157	1.100961685181	1.936596393585	2.795713424683	2.790107250214	2.877417087555	2.854442596436	2.840117454529	2.829430103302
227	1.032798290253	1.040118694305	1.049055576324	1.055181026459	1.06322479248	1.08189535141	1.90122795105	2.758227825165	2.783848762512	2.789872646332	2.790426254272	2.760618686676	2.789481163025
228	1.017341136932	1.023152351379	1.031903743744	1.038207530975	1.046787261963	1.064633846283	1.865943431854	2.692770957947	2.720041275024	2.736937999725	2.728235721588	2.707162857056	2.731724739075
229	1.003790855408	1.009237289429	1.018119812012	1.024084568024	1.03186416626	1.049873352051	1.828552722931	2.641399383545	2.685455799103	2.680428028107	2.669182777405	2.674156665802	2.64307975769
230	0.992192745209	0.997792243958	1.005858898163	1.011096000671	1.019033432007	1.036469459534	1.800321578979	2.603034496307	2.624787807465	2.644968986511	2.642653942108	2.618607521057	2.625873088837
231	0.982000350952	0.987223625183	0.995459079742	0.999985218048	1.007956981659	1.025074481964	1.772613048553	2.557685375214	2.580562114716	2.594571590424	2.577745914459	2.564967155457	2.57696390152
232	0.973667621613	0.978199005127	0.986170291901	0.9909491539	0.998967647552	1.015113353729	1.743987083435	2.519716739655	2.530311584473	2.552166938782	2.536217212677	2.535609722137	2.53671836853
233	0.965874671936	0.970555305481	0.977508544922	0.982587814331	0.990263462067	1.006102561951	1.718717575073	2.479606628418	2.499901294708	2.513002872467	2.501572608948	2.487574577332	2.490025997162
234	0.959305763245	0.964062213898	0.970769405365	0.975726604462	0.982768535614	0.998874664307	1.696535587311	2.4382853508	2.469314098358	2.468228340149	2.471712112427	2.451101303101	2.447865962982
235	0.954555511475	0.958481311798	0.965152263641	0.969759464264	0.976697921753	0.99205493927	1.676530361176	2.411313056946	2.441853523254	2.431234359741	2.423463821411	2.419189929962	2.409286499023
236	0.950120449066	0.954100131989	0.960506916046	0.964600086212	0.971244335175	0.986145973206	1.65699338913	2.368918418884	2.399997711182	2.398581504822	2.388714313507	2.382445335388	2.376986980438
237	0.946336746216	0.950078010559	0.956622123718	0.960415363312	0.96676492691	0.981410503387	1.639115810394	2.337477684021	2.360495090485	2.359200954437	2.361455440521	2.351090431213	2.350763320923
238	0.943381309509	0.946578502655	0.95280122757	0.956536769867	0.963175773621	0.977104663849	1.621398448944	2.309018135071	2.32757806778	2.335118293762	2.324192047119	2.325406074524	2.305117607117
239	0.94068813324	0.943530082703	0.949232578278	0.95334815979	0.959688186646	0.973573207855	1.60395526886	2.282624721527	2.303835868835	2.30863904953	2.297906398773	2.287889003754	2.279574871063
240	0.938423156738	0.941756248474	0.946759700775	0.950968742371	0.95680475235	0.970387458801	1.588302612305	2.249976634979	2.275292396545	2.270363807678	2.267946243286	2.264167308807	2.259108543396
241	0.936749458313	0.940104961395	0.945047855377	0.948771953583	0.955029010773	0.96807384491	1.575110435486	2.219894886017	2.251351833344	2.247128486633	2.247158527374	2.228801250458	2.225260734558
242	0.935411930084	0.938300132751	0.943493843079	0.946950435638	0.953044891357	0.965987682343	1.560178756714	2.198665142059	2.223510742188	2.222390651703	2.216845035553	2.200469017029	2.197289943695
243	0.933831214905	0.937072753906	0.941854000092	0.945194244385	0.951062679291	0.963882923126	1.547839641571	2.181979656219	2.19771194458	2.19347858429	2.188844680786	2.17923116684	2.177348136902
244	0.93199968338	0.935394287109	0.940495014191	0.943568229675	0.949193000793	0.961896896362	1.535092830658	2.147462368011	2.171800613403	2.177617549896	2.165545940399	2.152136325836	2.155291557312
245	0.931126594543	0.933889865875	0.938480854034	0.942039489746	0.947360515594	0.960489273071	1.52251958847	2.129446983337	2.144937038422	2.146174430847	2.137813568115	2.133181095123	2.126904964447
246	0.930780887604	0.93371963501	0.938127040863	0.941351890564	0.946787834167	0.959066390991	1.510917663574	2.109399795532	2.125868797302	2.131346702576	2.1187748909	2.114499092102	2.106790065765
247	0.930436134338	0.932413101196	0.937552928925	0.940045833588	0.946005344391	0.95810842514	1.50042963028	2.085642814636	2.108723640442	2.111388206482	2.087767601013	2.086953639984	2.081223011017
248	0.92929649353	0.932192802429	0.936506748199	0.939863681793	0.9445977211	0.956881046295	1.491225242615	2.06652879715	2.079130649567	2.087068080902	2.072602748871	2.066224098206	2.068603038788
249	0.928356647491	0.931158065796	0.934793949127	0.938049316406	0.944056987762	0.954875469208	1.481431007385	2.051644325256	2.066265106201	2.060930252075	2.054038524628	2.048363208771	2.040798664093
250	0.926535606384	0.929938316345	0.93393945694	0.936631202698	0.942061901093	0.953634262085	1.472619533539	2.028446674347	2.05018901825	2.043711185455	2.039106845856	2.030109405518	2.020324230194
251	0.926252841949	0.928385257721	0.933782577515	0.93608379364	0.941308021545	0.953019618988	1.461247444153	2.01420545578	2.034422397614	2.025012493134	2.008620262146	2.012568950653	1.999978542328
252	0.925318241119	0.928453922272	0.932794094086	0.934750080109	0.940489768982	0.952411174774	1.453410625458	1.995868206024	2.006175518036	2.00989484787	2.000356674194	1.991283893585	1.9896941185
253	0.924464225769	0.927981376648	0.931522846222	0.934743881226	0.939916133881	0.952647686005	1.445339202881	1.966558456421	1.994678020477	1.995805740356	1.993208408356	1.973285198212	1.970769882202
254	0.924050331116	0.926895618439	0.930236339569	0.93413066864	0.938348293304	0.950002670288	1.436144351959	1.959993362427	1.981651306152	1.975282669067	1.967195510864	1.957684993744	1.946818351746
255	0.923060894012	0.925322532654	0.930173873901	0.932460308075	0.937810897827	0.948707580566	1.428700447083	1.942546844482	1.963436126709	1.963865280151	1.950025081635	1.936889648438	1.938802242279
256	0.920294284821	0.923317432404	0.927577972412	0.930629253387	0.935366630554	0.945935249329	1.420056343079	1.929105758667	1.936486244202	1.938286781311	1.930045127869	1.922055244446	1.925257205963
257	0.918355941772	0.921298027039	0.925362110138	0.928143978119	0.932849407196	0.943779468536	1.409220695496	1.914663314819	1.930654525757	1.924985408783	1.916488170624	1.906145572662	1.90248298645
258	0.916206359863	0.918929100037	0.923017024994	0.926171779633	0.930504798889	0.94167470932	1.399597167969	1.895139217377	1.910257816315	1.910715103149	1.902916431427	1.890727519989	1.887943744659
259	0.914152622223	0.916518688202	0.920592784882	0.92333316803	0.927955150604	0.938847541809	1.390742778778	1.87717628479	1.902718067169	1.893381118774	1.886872768402	1.870937347412	1.86162519455
260	0.913534164429	0.915365695953	0.919730186462	0.922595500946	0.926861286163	0.937355518341	1.385544300079	1.865243434906	1.883820056915	1.882231712341	1.869425773621	1.863310813904	1.857297420502
261	0.91131401062	0.914241313934	0.918616294861	0.920314311981	0.925762653351	0.935398101807	1.376279830933	1.852372169495	1.867066383362	1.865324020386	1.852485179901	1.839936256409	1.838994979858
262	0.90583896637	0.90913438797	0.913973331451	0.916397571564	0.920613288879	0.931826591492	1.366634845734	1.834870815277	1.850612640381	1.852004051208	1.837427139282	1.82701921463	1.826454639435
263	0.898376941681	0.902658939362	0.906866550446	0.909425258636	0.914367198944	0.925066947937	1.35146522522	1.816084861755	1.832087516785	1.830860614777	1.818584442139	1.810461521149	1.809468269348
264	0.892044067383	0.895414352417	0.900148391724	0.903784751892	0.908259391785	0.919117927551	1.341732978821	1.799144744873	1.815328598022	1.809784412384	1.80060005188	1.795295238495	1.788026332855
265	0.886231899261	0.888649940491	0.893649101257	0.897161483765	0.902188301086	0.913145065308	1.330513477325	1.781010627747	1.798129558563	1.793823242187	1.783399581909	1.775838851929	1.774021148682
266	0.881548404694	0.884226322174	0.888360977173	0.891831874847	0.896706104279	0.907393932343	1.3205742836	1.765476226807	1.781152248383	1.778121948242	1.770122051239	1.764958381653	1.756071567535
267	0.88051700592	0.883827209473	0.888212680817	0.890434265137	0.895159721375	0.906155109406	1.31402349472	1.752748966217	1.765031337738	1.762415409088	1.756453037262	1.745392799377	1.739803791046
268	0.877729892731	0.881287097931	0.885738372803	0.888220787048	0.892775058746	0.903614997864	1.303216457367	1.742351531982	1.750185012817	1.748497009277	1.744345664978	1.732847690582	1.727200031281
269	0.868187427521	0.871960639954	0.876524925232	0.879863739014	0.885259151459	0.895325660706	1.29235124588	1.722924232483	1.733155727386	1.730610847473	1.724801063538	1.716666698456	1.707825660706
270	0.856446743011	0.860078334808	0.864965438843	0.86878824234	0.874279975891	0.884747505188	1.276797294617	1.698758125305	1.712090969086	1.71301984787	1.703927993774	1.696948051453	1.690451622009
271	0.847721576691	0.850613594055	0.855839252472	0.859451293945	0.864551067352	0.875668048859	1.261984348297	1.682380199432	1.698242664337	1.695402622223	1.687640190125	1.676301002502	1.674774646759
272	0.839731216431	0.843377113342	0.848562240601	0.851919174194	0.856901168823	0.868287563324	1.248997211456	1.665473937988	1.679459095001	1.675409793854	1.668746948242	1.663446903229	1.657858848572
273	0.832954406738	0.836419582367	0.84210395813	0.845278263092	0.850776195526	0.861260414124	1.238325119019	1.644117355347	1.659039020538	1.659205436707	1.649819850922	1.645614147186	1.638347625732
274	0.826434135437	0.830349445343	0.835322856903	0.838873386383	0.843968868256	0.85463142395	1.226870059967	1.629331111908	1.64352273941	1.643095016479	1.635972976685	1.628370761871	1.622848033905
275	0.820472240448	0.823871612549	0.828818798065	0.832738876343	0.837753295898	0.848163127899	1.214606761932	1.613920211792	1.627833366394	1.626824855804	1.618832588196	1.61442899704	1.608752727509
276	0.81383228302	0.817662715912	0.822390079498	0.826139450073	0.831545829773	0.841640472412	1.204915046692	1.597848415375	1.611744403839	1.610530853271	1.603222846985	1.598395347595	1.595047950745
277	0.807845115662	0.811653614044	0.81648015976	0.819553375244	0.825375556946	0.835432052612	1.192894458771	1.583319187164	1.59876203537	1.591259479523	1.590734481812	1.581047058105	1.580801486969
278	0.80219745636	0.805368423462	0.811020374298	0.814027309418	0.819122314453	0.829458236694	1.182560443878	1.568012714386	1.58327960968	1.576545715332	1.573215484619	1.569683551788	1.565464019775
279	0.796158313751	0.800047874451	0.804921627045	0.807649612427	0.813010215759	0.823033809662	1.172256946564	1.553563117981	1.563995361328	1.567108631134	1.559662342072	1.554575443268	1.549080371857
280	0.790385723114	0.794296741486	0.798973560333	0.801791191101	0.806715488434	0.817132949829	1.162308692932	1.53639793396	1.551428318024	1.548360824585	1.542954921722	1.538549423218	1.534108638763
281	0.784740924835	0.788367271423	0.793402671814	0.796375274658	0.801258087158	0.811287403107	1.151504993439	1.524764060974	1.536725997925	1.533179759979	1.52579498291	1.523240566254	1.518759727478
282	0.780298233032	0.783221244812	0.788346290588	0.790813922882	0.795475482941	0.804971218109	1.142837047577	1.51075220108	1.522284507751	1.521947860718	1.513726234436	1.508130550385	1.506278514862
283	0.774431705475	0.777322769165	0.78263759613	0.785742282867	0.789490699768	0.800399780273	1.133408069611	1.496632575989	1.508157730103	1.504170894623	1.499902248383	1.500709056854	1.49282169342
284	0.76927614212	0.772500038147	0.777160167694	0.77988910675	0.784606456757	0.794536113739	1.124232769012	1.48317861557	1.495174884796	1.491076946259	1.488185405731	1.482617855072	1.477195739746
285	0.764758586884	0.768031597137	0.772130966187	0.77551317215	0.779692649841	0.789420604706	1.11462688446	1.469766616821	1.483554363251	1.480664253235	1.472085952759	1.470101356506	1.46272277832
286	0.759354114532	0.762796878815	0.767641067505	0.770164012909	0.775043010712	0.784815311432	1.105021476746	1.457963943481	1.470383644104	1.470729351044	1.463032722473	1.453372001648	1.449637889862
287	0.754951477051	0.758267402649	0.763000011444	0.766048908234	0.76982831955	0.779922008514	1.096989154816	1.445003032684	1.45424413681	1.454648017883	1.446911811829	1.444693565369	1.439263820648
288	0.751098632813	0.753887653351	0.75868844986	0.761328220367	0.765326976776	0.775088310242	1.088970184326	1.431948184967	1.443465232849	1.442622184753	1.438121795654	1.431378364563	1.426446437836
289	0.746123313904	0.749176025391	0.753436565399	0.757322788239	0.760946750641	0.770395755768	1.081995487213	1.422320365906	1.434422492981	1.430407524109	1.425045967102	1.420135974884	1.416356563568
290	0.742144584656	0.744856834412	0.749228477478	0.752552032471	0.756851673126	0.765588760376	1.072068214417	1.409704208374	1.420373439789	1.418096542358	1.410754680634	1.40561914444	1.404371261597
291	0.737955093384	0.74080657959	0.744919300079	0.748261928558	0.751730442047	0.760647773743	1.065789222717	1.397983074188	1.408078670502	1.405826091766	1.39870929718	1.394794940948	1.392522335052
292	0.733339309692	0.737387180328	0.741662502289	0.743183612823	0.747718811035	0.756458759308	1.057825565338	1.383652210236	1.397102832794	1.395405769348	1.387726306915	1.386453151703	1.378989219666
293	0.729951381683	0.732232093811	0.736542224884	0.739733219147	0.742660045624	0.752561092377	1.051153182983	1.376223564148	1.384889602661	1.384338855743	1.38133430481	1.373388290405	1.371755599976
294	0.725329399109	0.7277135849	0.731837272644	0.735104560852	0.739003181458	0.747831821442	1.042623996735	1.367450714111	1.374862670898	1.375590324402	1.369937896729	1.36177444458	1.360444545746
295	0.720601081848	0.724038124084	0.72750377655	0.730438232422	0.73472738266	0.743162631989	1.036884307861	1.35497379303	1.366035938263	1.364552974701	1.361047744751	1.352053165436	1.347135066986
296	0.716271400452	0.719885349274	0.723524570465	0.727320194244	0.731223583221	0.739423274994	1.028468132019	1.344827651978	1.35342502594	1.355531215668	1.347262859344	1.341624736786	1.337790966034
297	0.71272277832	0.715962409973	0.719955444336	0.721784114838	0.727101802826	0.735191345215	1.020710945129	1.338094234467	1.344439506531	1.341541290283	1.33749961853	1.331224441528	1.324937343597
298	0.708305835724	0.711357116699	0.715938091278	0.71798992157	0.72286605835	0.730721950531	1.014338970184	1.323557853699	1.33358335495	1.332600593567	1.326299667358	1.32372379303	1.315439224243
299	0.704316139221	0.706948757172	0.711290836334	0.7138671875	0.718044281006	0.726910591125	1.00843334198	1.31445646286	1.325901508331	1.32274389267	1.317001342773	1.312561511993	1.307350635529
300	0.70024728775	0.703342914581	0.706871509552	0.710059642792	0.714725494385	0.723005771637	1.001222610474	1.305445194244	1.313000202179	1.312122821808	1.308282375336	1.302223682404	1.297533988953
301	0.696358203888	0.698826313019	0.702420711517	0.706390857697	0.710389137268	0.718860149384	0.994755744934	1.29593038559	1.302515029907	1.303471088409	1.297378063202	1.293386459351	1.288251876831
302	0.691831588745	0.694614887238	0.698506832123	0.702385902405	0.706274032593	0.714632987976	0.988467693329	1.285300254822	1.294713497162	1.29598903656	1.287968635559	1.282606601715	1.277585029602
303	0.687780857086	0.691534519196	0.694995880127	0.697818756104	0.702620983124	0.71043920517	0.982028484344	1.278440475464	1.285606861115	1.283764362335	1.276918411255	1.270973205566	1.269690990448
304	0.684156417847	0.687297344208	0.691672325134	0.693943023682	0.69820690155	0.706669807434	0.975580215454	1.268519878387	1.275635242462	1.273520469666	1.268983364105	1.263988494873	1.259784698486
305	0.680087089539	0.683246135712	0.687749862671	0.690705299377	0.694390296936	0.703207015991	0.967983722687	1.259934425354	1.26830291748	1.265208721161	1.260515213013	1.256356716156	1.252671718597
306	0.676458835602	0.679296016693	0.682629585266	0.686430454254	0.68989610672	0.698968410492	0.962465286255	1.250325679779	1.26011800766	1.256094932556	1.251745223999	1.246238231659	1.242700099945
307	0.672532081604	0.675174713135	0.678666114807	0.682215213776	0.686446666718	0.694936275482	0.957094192505	1.239889621735	1.248569965363	1.247945308685	1.240784168243	1.236894130707	1.232231616974
308	0.668074607849	0.671598911285	0.674686431885	0.678106784821	0.682520389557	0.690600395203	0.950005054474	1.231513023376	1.241196155548	1.238035202026	1.232988834381	1.227185726166	1.225173950195
309	0.665189743042	0.667285442352	0.671288967133	0.674547195435	0.678425788879	0.686456203461	0.943248271942	1.222678661346	1.23073720932	1.228037834167	1.222718715668	1.220616340637	1.217191696167
310	0.660893440247	0.663742542267	0.667410373688	0.670380115509	0.674476623535	0.682193756104	0.93701839447	1.215030670166	1.222761631012	1.220067501068	1.216113090515	1.211559295654	1.207647323608
311	0.656948566437	0.660141468048	0.66381072998	0.665965557098	0.669998168945	0.678844928741	0.93105173111	1.206665992737	1.214440822601	1.212833404541	1.206638813019	1.202335834503	1.198111534119
312	0.653026103973	0.656268596649	0.659285068512	0.661771774292	0.66655921936	0.674583435059	0.924021244049	1.197059631348	1.204822063446	1.203798770905	1.198773860931	1.195865154266	1.189450263977
313	0.649137496948	0.651916503906	0.655631065369	0.658445358276	0.66269826889	0.670498371124	0.918124675751	1.190071105957	1.198578834534	1.194997310638	1.190348625183	1.184997558594	1.180454730988
314	0.645213603973	0.64781332016	0.651410102844	0.654850006104	0.658264636993	0.66639995575	0.911765098572	1.180869102478	1.189874172211	1.186520576477	1.182277679443	1.175536155701	1.173127651215
315	0.641587257385	0.644407272339	0.647267341614	0.650699138641	0.654091835022	0.662650585175	0.905494689941	1.172113418579	1.180005073547	1.178551197052	1.174567222595	1.168282985687	1.164768218994
316	0.63733959198	0.639903068542	0.643489360809	0.647075176239	0.65018415451	0.65797662735	0.89962387085	1.164077281952	1.171196460724	1.169826984406	1.16392660141	1.159754753113	1.155786514282
317	0.633513450623	0.636411190033	0.640109539032	0.642469406128	0.64649438858	0.653820991516	0.893682479858	1.15477848053	1.163318634033	1.160881996155	1.156148910522	1.151067256927	1.148025035858
318	0.629677772522	0.632237434387	0.635716438293	0.638810634613	0.64237165451	0.649799823761	0.886621952057	1.148356437683	1.15333366394	1.15289068222	1.147326469421	1.142265796661	1.1384806633
319	0.62577009201	0.628274440765	0.632293701172	0.634267807007	0.63826751709	0.645430088043	0.880361557007	1.138258934021	1.146514415741	1.143657207489	1.139739513397	1.133420944214	1.130631923676
320	0.621802806854	0.624497413635	0.627827644348	0.630890369415	0.634105205536	0.641664505005	0.874064922333	1.130299091339	1.13750743866	1.135533809662	1.132138729095	1.124990940094	1.123005867004
321	0.61838722229	0.620763778687	0.623891830444	0.626691818237	0.63037109375	0.637390136719	0.868207454681	1.121453285217	1.129683494568	1.127728939056	1.123623371124	1.117038726807	1.114045143127
322	0.614158153534	0.616898536682	0.620252132416	0.622580528259	0.626200199127	0.633088111877	0.861847877502	1.1135430336	1.120652675629	1.118901252747	1.114937782288	1.111040115356	1.10594701767
323	0.610714435577	0.613219738007	0.61657333374	0.619369029999	0.622177600861	0.629278182983	0.856058597565	1.104789733887	1.112380981445	1.110105991364	1.106356143951	1.100917339325	1.097170352936
324	0.606833457947	0.60947561264	0.612812042236	0.615293979645	0.61824464798	0.625194072723	0.849472522736	1.097466945648	1.10499048233	1.102601051331	1.097139835358	1.09353351593	1.089595317841
325	0.603261947632	0.605846405029	0.609198570251	0.611567020416	0.614667892456	0.621686458588	0.844005584717	1.0887799263	1.097185134888	1.0938539505	1.090156078339	1.084887504578	1.083139896393
326	0.599666118622	0.602301597595	0.605714321136	0.607829093933	0.610983848572	0.617593765259	0.838804721832	1.08078622818	1.089317798615	1.08513212204	1.082357883453	1.077518463135	1.074717998505
327	0.596635341644	0.598823547363	0.602327823639	0.604681968689	0.607429504395	0.613942146301	0.832761287689	1.073287963867	1.080796718597	1.079021930695	1.074995517731	1.069495201111	1.067877292633
328	0.592821121216	0.595741271973	0.599123954773	0.601215839386	0.603900432587	0.610523700714	0.827336788177	1.065709590912	1.072794437408	1.072062492371	1.067045688629	1.062299251556	1.059603214264
329	0.589817523956	0.59210062027	0.595833301544	0.597772598267	0.600480556488	0.606899738312	0.821640491486	1.058353424072	1.065480709076	1.063898563385	1.059797763824	1.055448532104	1.05188035965
330	0.586950302124	0.589000225067	0.592134475708	0.594398021698	0.597143173218	0.603948116302	0.816236019135	1.051549911499	1.058265209198	1.055940151215	1.05234003067	1.047973632813	1.043704509735
331	0.583595275879	0.586215496063	0.589221000671	0.591564655304	0.594341278076	0.600722789764	0.811988830566	1.044888019562	1.052582740784	1.049198627472	1.045886993408	1.040742874146	1.037663936615
332	0.580652236938	0.583128452301	0.586282730103	0.588731765747	0.591122150421	0.596973419189	0.80703163147	1.03740644455	1.045133590698	1.043892860413	1.038834095001	1.033526420593	1.031125068665
333	0.578106403351	0.580386638641	0.583393096924	0.585497379303	0.587985038757	0.594222545624	0.802062034607	1.031033039093	1.037951946259	1.036356449127	1.03125	1.027610778809	1.024461269379
334	0.575595378876	0.5777759552	0.580849170685	0.582984924316	0.585186958313	0.591564178467	0.797371864319	1.024124622345	1.031170368195	1.028845310211	1.0247631073	1.021739006042	1.017320632935
