AW-5	
nm	
969	0.015800476074
970	0.018025875092
971	0.016176700592
972	0.016299724579
973	0.020067691803
974	0.015904426575
975	0.016750812531
976	0.015938282013
977	0.019318580627
978	0.013895988464
979	0.015461444855
980	0.018943786621
981	0.016120433807
982	0.016642093658
983	0.017653942108
984	0.01917219162
985	0.015829086304
986	0.014514923096
987	0.016611099243
988	0.013188838959
989	0.016467094421
990	0.014180183411
991	0.016809463501
992	0.020628452301
993	0.018585205078
994	0.019378185272
995	0.014307022095
996	0.02027463913
997	0.014804363251
998	0.01766872406
999	0.014976978302
1000	0.019861221313
1001	0.020674705505
1002	0.020350456238
1003	0.0169672966
1004	0.013929367065
1005	0.017027378082
1006	0.017355442047
1007	0.018991470337
1008	0.01687335968
1009	0.015224933624
1010	0.014691352844
1011	0.015997886658
1012	0.022240161896
1013	0.015213489532
1014	0.019388198853
1015	0.016907215118
1016	0.019693851471
1017	0.015982151031
1018	0.023314476013
1019	0.006186485291
1020	0.017991542816
1021	0.016801834106
1022	0.020531654358
1023	0.010984897614
1024	0.018479824066
1025	0.018703937531
1026	0.01353931427
1027	0.019467830658
1028	0.014572143555
1029	0.015749931335
1030	0.021906375885
1031	0.016833305359
1032	0.010765075684
1033	0.020321846008
1034	0.014188289642
1035	0.013140201569
1036	0.018928527832
1037	0.0162358284
1038	0.01268529892
1039	0.019819259644
1040	0.030521869659
1041	0.013695716858
1042	0.029559612274
1043	0.023644924164
1044	0.011433601379
1045	0.023313522339
1046	0.017458438873
1047	0.027766704559
1048	0.018671512604
1049	0.00994682312
1050	0.016768455505
1051	0.025308609009
1052	0.022341251373
1053	0.015428066254
1054	0.024570465088
1055	0.023952007294
1056	0.013705253601
1057	0.009302616119
1058	0.014048576355
1059	0.015358924866
1060	0.026724338531
1061	0.014872550964
1062	0.018271446228
1063	0.016970157623
1064	0.011302947998
1065	0.016046047211
1066	0.010805130005
1067	0.032185554504
1068	-0.005012989044
1069	0.014420509338
1070	0.028675079346
1071	0.015388965607
1072	0.018428325653
1073	0.030610561371
1074	-0.004717350006
1075	0.01558637619
1076	0.011119842529
1077	0.030141353607
1078	0.021925449371
1079	0.021749019623
1080	0.025400161743
1081	0.03498506546
1082	0.015639305115
1083	0.021336555481
1084	-0.007544517517
1085	0.023694992065
1086	0.012290477753
1087	-0.003883361816
1088	0.053679466248
1089	-0.02114200592
1090	0.007870674133
1091	-0.004155158997
1092	0.062031269073
1093	0.038546085358
1094	0.043603897095
1095	0.011341571808
1096	0.037903785706
1097	0.027342796326
1098	0.002151489258
1099	0.019679546356
1100	0.057775497437
